xi,xj,LLM
"In the auditorium, she took the stage","and offered a spotlight on the talent, culture and poetry of all the youth. First, she thanked",davinci
"On the porch, we talked about life",", and all things family, and things we were planning for Thanksgiving, and the time just flew by",davinci
"During the class, I took notes",and then filmed video of the slides on my iPad in case I missed some details. I was able,davinci
"In the field, they harvested corn",", beans and squash. I currently harvest corn and beans, but olive and squash are also indigenous crops",davinci
"On the street, he waved at me",and blew kisses to me. He would meet me- he clearly loved to be around me- but,davinci
"At the event, we took photos","of the group at the entrance and at the event room, not so many:

Finally, we made",davinci
"In the room, they discussed plans","for the man to travel with Phoenix ” to talk about providing a platform for him”.

Even though a",davinci
"On the bus, I sat near the back",so that I could sit where I thought would best suit the fast or slow route that would be taken,davinci
"During dinner, we talked about work","and family, the usual. At home, we set up the baby’s bed and watched tv online",davinci
"In the store, I returned an item","that didn't fit, but I received the incorrect size.

I received a recap copy of an invoice",davinci
"On the deck, they sipped coffee",", shared fresh clam chowder, and traded tales about Maine, the capital city, and its",davinci
"At the festival, I tried new foods",and played with potions. I wore a silly costumes and made new friends. (I met Draco Mal,davinci
"In the gym, they practiced their routine","wearing safety goggles. “We don’t want jokes,” Huntley said, like they did at the",davinci
"On the mountain, she reached the peak",",

At race-time, she started first,

In the belly, she got a late lunch,

On",davinci
"During the movie, I ate popcorn",". -Unusual and sensational tea show [insomnia].  

*I actually made sumi tea by",davinci
"In the theater, they performed beautifully",". But the whole thing was basically an audition for fame. And enough of that. I mean,",davinci
"On the hike, we admired nature",", talked about the world, and discussed adventures to be had, plans and programs to work on if",davinci
"At the beach, I sunbathed for hours",", stepping away only for food, water and occasionally to take a long walk along the shore that looks",davinci
"In the meeting, they made decisions","on this policy and issues of national importance, the sources said.Jitendra Fisher, the brother-in",davinci
"On the field, he scored a goal",in each of his last three regular season games. The irst of which envisioned him getting up ❤,davinci
"During the tournament, she played hard",", got really good and ate well -- unique for European rook",davinci
"In the cafe, they ordered dessert",wines with fixings of tarts cheeses and fruits of all sorts produce by a duo of resident chefs,davinci
"On the boat, I relaxed in the sun","with a book, enjoyed the views and chatted with friends. We started with watching the Dolphins,",davinci
"At the library, he found a quiet spot","and studied the spells. He knew the names of the spells and had even read over them, but",davinci
"In the museum, we learned about history",". We studied in a butcher's shop, a synagogue, library, etc. Even the building itself",davinci
"On the train, they read magazines","about Broadway actors, studying their voices, their mannerisms, and tirelessly studied the craft of acting.",davinci
"During the hike, he stopped to rest",", then continued. He also post photos of his beginning the hike under the heading “100 Mile Jungle",davinci
"In the yard, we played catch",", then set up a rope tent in the backyard where my siblings and I spent hours hiding out and",davinci
"On the street, she hailed a cab","and told the driver to take her home.

She was found at her apartment dead of an apparent suicide",davinci
"At the store, I checked out quickly","for some famous MD hot peppers. As I suspected, they cost 25% more than the store",davinci
"In the garden, they pulled weeds","and aerated the soil. In the bedroom, they dumped out the bank John and Marlena had",davinci
"On the plane, we buckled our seatbelts",and sat back to relax. My sister and I were looking forward to seeing Mom’s parents. The,davinci
"During the lecture, I took notes diligently",and buried entertaining subtitles and came home with plenty to write about. Another way to turn your papers around,davinci
"In the market, they bought fresh vegetables",", fruits, organic milk and beef, juices, poultry, eggs, jams, honey, home baked",davinci
"On the lake, she kayaked smoothly","and we took in the panoramic views. I skipped stopping to document everything, knowing that though she might",davinci
"At the party, we mingled with friends","both old and new, and we learned about all the wines served before we decided to get ourselves a",davinci
"In the kitchen, I prepped the ingredients",". First, I sliced the carrots into thin slices. I just used a trading knife to do this",davinci
"On the dock, we watched the waves",and the laughter and the fun that all the word of goodness brings. We heard the heartbeat behind Luke,davinci
"During the show, they performed stunts",and showcased their skills so that people can hire them. It’s kinda a repertoire type show. The,davinci
"In the cafe, he wrote in his notebook",": ""Keep calm and try not to land in prison.""

Edinburgh Fringe show Meet Your Wife",davinci
"On the train, I listened to music",", sang along animatedly at the top of my lungs. What kind of music, you ask?",davinci
"At the pool, we swam laps","and listened to music. I don’t feel a solid desire to leave work earlier, or come back",davinci
